chr_name	start	end	val	color
chr1	10043726	10048721	0.46	pink
chr1	10048726	10053721	0.48	pink
chr1	10053726	10058721	0.54	pink
chr1	10058726	10063721	0.47	pink
chr1	10063726	10068721	0.47	pink
chr1	10068726	10073721	0.46	pink
chr1	10073726	10078721	0.48	pink
chr1	10078726	10083721	0.46	pink
chr1	10083726	10088721	0.46	pink
chr1	10088726	10093721	0.52	pink
chr1	10093726	10098721	0.43	pink
chr1	10098726	10103721	0.48	pink
chr1	10103726	10108721	0.47	pink
chr1	10108726	10113721	0.45	pink
chr1	10113726	10118721	0.43	pink
chr1	10118726	10123721	0.48	pink
chr1	10123726	10128721	0.45	pink
chr1	10128726	10133721	0.41	pink
chr1	10133726	10138721	0.45	pink
chr1	10138726	10143721	0.43	pink
chr1	10143726	10148721	0.44	pink
chr1	10148726	10153721	0.43	pink
chr1	10153726	10158721	0.42	pink
chr1	10158726	10163721	0.4	pink
chr1	10163726	10168721	0.43	pink
chr1	10168726	10173721	0.44	pink
chr1	10173726	10178721	0.43	pink
chr1	10178726	10183721	0.42	pink
chr1	10183726	10188721	0.4	pink
chr1	10188726	10193721	0.44	pink
chr1	10193726	10198721	0.43	pink
chr1	10198726	10203721	0.42	pink
chr1	10203726	10208721	0.45	pink
chr1	10208726	10213721	0.44	pink
chr1	10213726	10218721	0.45	pink
chr1	10218726	10223721	0.45	pink
chr1	10223726	10228721	0.48	pink
chr1	10228726	10233721	0.44	pink
chr1	10233726	10238721	0.45	pink
chr1	10238726	10243721	0.44	pink
chr1	10243726	10248721	0.4	pink
chr1	10248726	10253721	0.48	pink
chr1	10253726	10258721	0.47	pink
chr1	10258726	10263721	0.47	pink
chr1	10263726	10268721	0.46	pink
chr1	10268726	10273721	0.5	pink
chr1	10273726	10278721	0.45	pink
chr1	10278726	10283721	0.42	pink
chr1	10283726	10288721	0.44	pink
chr1	10288726	10293721	0.4	pink
chr1	10293726	10298721	0.44	pink
chr1	10298726	10303721	0.42	pink
chr1	10303726	10308721	0.42	pink
chr1	10308726	10313721	0.45	pink
chr1	10313726	10318721	0.42	pink
chr1	10318726	10323721	0.41	pink
chr1	10323726	10328721	0.41	pink
chr1	10328726	10333721	0.38	pink
chr1	10333726	10338721	0.39	pink
chr1	10338726	10343721	0.4	pink
chr1	10343726	10348721	0.42	pink
chr1	10348726	10353721	0.39	pink
chr1	10353726	10358721	0.38	pink
chr1	10358726	10363721	0.38	pink
chr1	10363726	10368721	0.39	pink
chr1	10368726	10373721	0.42	pink
chr1	10373726	10378721	0.44	pink
chr1	10378726	10383721	0.4	pink
chr1	10383726	10388721	0.41	pink
chr1	10388726	10393721	0.42	pink
chr1	10393726	10398721	0.44	pink
chr1	10398726	10403721	0.41	pink
chr1	10403726	10408721	0.41	pink
chr1	10408726	10413721	0.44	pink
chr1	10413726	10418721	0.4	pink
chr1	10418726	10423721	0.42	pink
chr1	10423726	10428721	0.46	pink
chr1	10428726	10433721	0.47	pink
chr1	10433726	10438721	0.47	pink
chr1	10438726	10443721	0.45	pink
chr1	10443726	10448721	0.48	pink
chr1	10448726	10453721	0.49	pink
chr1	10453726	10458721	0.45	pink
chr1	10458726	10463721	0.51	pink
chr1	10463726	10468721	0.47	pink
chr1	10468726	10473721	0.45	pink
chr1	10473726	10478721	0.46	pink
chr1	10478726	10483721	0.5	pink
chr1	10483726	10488721	0.52	pink
chr1	10488726	10493721	0.53	pink
chr1	10493726	10498721	0.45	pink
chr1	10498726	10503721	0.45	pink
chr1	10503726	10508721	0.49	pink
chr1	10508726	10513721	0.49	pink
chr1	10513726	10518721	0.46	pink
chr1	10518726	10523721	0.5	pink
chr1	10523726	10528721	0.48	pink
chr1	10528726	10533721	0.49	pink
chr1	10533726	10538721	0.48	pink
chr1	10538726	10543721	0.46	pink
chr1	10543726	10548721	0.44	pink
chr1	10548726	10553721	0.46	pink
chr1	10553726	10558721	0.48	pink
chr1	10558726	10563721	0.44	pink
chr1	10563726	10568721	0.47	pink
chr1	10568726	10573721	0.46	pink
chr1	10573726	10578721	0.44	pink
chr1	10578726	10583721	0.42	pink
chr1	10583726	10588721	0.44	pink
chr1	10588726	10593721	0.43	pink
chr1	10593726	10598721	0.45	pink
chr1	10598726	10603721	0.46	pink
chr1	10603726	10608721	0.43	pink
chr1	10608726	10613721	0.42	pink
chr1	10613726	10618721	0.47	pink
chr1	10618726	10623721	0.42	pink
chr1	10623726	10628721	0.39	pink
chr1	10628726	10633721	0.41	pink
chr1	10633726	10638721	0.38	pink
chr1	10638726	10643721	0.39	pink
chr1	10643726	10648721	0.41	pink
chr1	10648726	10653721	0.42	pink
chr1	10653726	10658721	0.47	pink
chr1	10658726	10663721	0.44	pink
chr1	10663726	10668721	0.45	pink
chr1	10668726	10673721	0.42	pink
chr1	10673726	10678721	0.55	pink
chr1	10678726	10683721	0.5	pink
chr1	10683726	10688721	0.56	pink
chr1	10688726	10693721	0.61	pink
chr1	10693726	10698721	0.56	pink
chr1	10698726	10703721	0.66	pink
chr1	10703726	10708721	0.59	pink
chr1	10708726	10713721	0.6	pink
chr1	10713726	10718721	0.61	pink
chr1	10718726	10723721	0.58	pink
chr1	10723726	10728721	0.64	pink
chr1	10728726	10733721	0.57	pink
chr1	10733726	10738721	0.62	pink
chr1	10738726	10743721	0.58	pink
chr1	10743726	10748721	0.58	pink
chr1	10748726	10753721	0.56	pink
chr1	10753726	10758721	0.62	pink
chr1	10758726	10763721	0.57	pink
chr1	10763726	10768721	0.59	pink
chr1	10768726	10773721	0.53	pink
chr1	10773726	10778721	0.58	pink
chr1	10778726	10783721	0.57	pink
chr1	10783726	10788721	0.56	pink
chr1	10788726	10793721	0.51	pink
chr1	10793726	10798721	0.56	pink
chr1	10798726	10803721	0.52	pink
chr1	10803726	10808721	0.56	pink
chr1	10808726	10813721	0.55	pink
chr1	10813726	10818721	0.57	pink
chr1	10818726	10823721	0.55	pink
chr1	10823726	10828721	0.54	pink
chr1	10828726	10833721	0.53	pink
chr1	10833726	10838721	0.51	pink
chr1	10838726	10843721	0.52	pink
chr1	10843726	10848721	0.53	pink
chr1	10848726	10853721	0.46	pink
chr1	10853726	10858721	0.61	pink
chr1	10858726	10863721	0.47	pink
chr1	10863726	10868721	0.5	pink
chr1	10868726	10873721	0.5	pink
chr1	10873726	10878721	0.55	pink
chr1	10878726	10883721	0.56	pink
chr1	10883726	10888721	0.55	pink
chr1	10888726	10893721	0.54	pink
chr1	10893726	10898721	0.56	pink
chr1	10898726	10903721	0.52	pink
chr1	10903726	10908721	0.44	pink
chr1	10908726	10913721	0.54	pink
chr1	10913726	10918721	0.55	pink
chr1	10918726	10923721	0.55	pink
chr1	10923726	10928721	0.55	pink
chr1	10928726	10933721	0.52	pink
chr1	10933726	10938721	0.52	pink
chr1	10938726	10943721	0.5	pink
chr1	10943726	10948721	0.44	pink
chr1	10948726	10953721	0.55	pink
chr1	10953726	10958721	0.49	pink
chr1	10958726	10963721	0.58	pink
chr1	10963726	10968721	0.54	pink
chr1	10968726	10973721	0.56	pink
chr1	10973726	10978721	0.52	pink
chr1	10978726	10983721	0.47	pink
chr1	10983726	10988721	0.43	pink
chr1	10988726	10993721	0.5	pink
chr1	10993726	10998721	0.55	pink
chr1	10998726	11003721	0.57	pink
chr1	11003726	11008721	0.58	pink
chr1	11008726	11013721	0.49	pink
chr1	11013726	11018721	0.53	pink
chr1	11018726	11023721	0.54	pink
chr1	11023726	11028721	0.5	pink
chr1	11028726	11033721	0.51	pink
chr1	11033726	11038721	0.52	pink
chr1	11038726	11043721	0.52	pink
chr1	11043726	11048721	0.48	pink
chr1	11048726	11053721	0.5	pink
chr1	11053726	11058721	0.47	pink
chr1	11058726	11063721	0.43	pink
chr1	11063726	11068721	0.46	pink
chr1	11068726	11073721	0.53	pink
chr1	11073726	11078721	0.44	pink
chr1	11078726	11083721	0.43	pink
chr1	11083726	11088721	0.38	pink
chr1	11088726	11093721	0.47	pink
chr1	11093726	11098721	0.48	pink
chr1	11098726	11103721	0.51	pink
chr1	11103726	11108721	0.6	pink
chr1	11108726	11113721	0.51	pink
chr1	11113726	11118721	0.57	pink
chr1	11118726	11123721	0.57	pink
chr1	11123726	11128721	0.5	pink
chr1	11128726	11133721	0.5	pink
chr1	11133726	11138721	0.49	pink
chr1	11138726	11143721	0.47	pink
chr1	11143726	11148721	0.38	pink
chr1	11148726	11153721	0.44	pink
chr1	11153726	11158721	0.46	pink
chr1	11158726	11163721	0.5	pink
chr1	11163726	11168721	0.46	pink
chr1	11168726	11173721	0.42	pink
chr1	11173726	11178721	0.45	pink
chr1	11178726	11183721	0.47	pink
chr1	11183726	11188721	0.48	pink
chr1	11188726	11193721	0.47	pink
chr1	11193726	11198721	0.45	pink
chr1	11198726	11203721	0.46	pink
chr1	11203726	11208721	0.45	pink
chr1	11208726	11213721	0.45	pink
chr1	11213726	11218721	0.43	pink
chr1	11218726	11223721	0.44	pink
chr1	11223726	11228721	0.43	pink
chr1	11228726	11233721	0.45	pink
chr1	11233726	11238721	0.47	pink
chr1	11238726	11243721	0.43	pink
chr1	11243726	11248721	0.43	pink
chr1	11248726	11253721	0.47	pink
chr1	11253726	11258721	0.44	pink
chr1	11258726	11263721	0.44	pink
chr1	11263726	11268721	0.43	pink
chr1	11268726	11273721	0.44	pink
chr1	11273726	11278721	0.43	pink
chr1	11278726	11283721	0.38	pink
chr1	11283726	11288721	0.38	pink
chr1	11288726	11293721	0.44	pink
chr1	11293726	11298721	0.47	pink
chr1	11298726	11303721	0.46	pink
chr1	11303726	11308721	0.45	pink
chr1	11308726	11313721	0.49	pink
chr1	11313726	11318721	0.47	pink
chr1	11318726	11323721	0.48	pink
chr1	11323726	11328721	0.45	pink
chr1	11328726	11333721	0.5	pink
chr1	11333726	11338721	0.46	pink
chr1	11338726	11343721	0.47	pink
chr1	11343726	11348721	0.49	pink
chr1	11348726	11353721	0.49	pink
chr1	11353726	11358721	0.49	pink
chr1	11358726	11363721	0.51	pink
chr1	11363726	11368721	0.53	pink
chr1	11368726	11373721	0.53	pink
chr1	11373726	11378721	0.5	pink
chr1	11378726	11383721	0.54	pink
chr1	11383726	11388721	0.53	pink
chr1	11388726	11393721	0.52	pink
chr1	11393726	11398721	0.53	pink
chr1	11398726	11403721	0.51	pink
chr1	11403726	11408721	0.51	pink
chr1	11408726	11413721	0.5	pink
chr1	11413726	11418721	0.51	pink
chr1	11418726	11423721	0.52	pink
chr1	11423726	11428721	0.49	pink
chr1	11428726	11433721	0.49	pink
chr1	11433726	11438721	0.51	pink
chr1	11438726	11443721	0.49	pink
chr1	11443726	11448721	0.52	pink
chr1	11448726	11453721	0.48	pink
chr1	11453726	11458721	0.54	pink
chr1	11458726	11463721	0.47	pink
chr1	11463726	11468721	0.44	pink
chr1	11468726	11473721	0.45	pink
chr1	11473726	11478721	0.5	pink
chr1	11478726	11483721	0.46	pink
chr1	11483726	11488721	0.47	pink
chr1	11488726	11493721	0.51	pink
chr1	11493726	11498721	0.52	pink
chr1	11498726	11503721	0.54	pink
chr1	11503726	11508721	0.54	pink
chr1	11508726	11513721	0.55	pink
chr1	11513726	11518721	0.54	pink
chr1	11518726	11523721	0.55	pink
chr1	11523726	11528721	0.49	pink
chr1	11528726	11533721	0.5	pink
chr1	11533726	11538721	0.51	pink
chr1	11538726	11543721	0.58	pink
chr1	11543726	11548721	0.54	pink
chr1	11548726	11553721	0.53	pink
chr1	11553726	11558721	0.5	pink
chr1	11558726	11563721	0.54	pink
chr1	11563726	11568721	0.4	pink
chr1	11568726	11573721	0.4	pink
chr1	11573726	11578721	0.53	pink
chr1	11578726	11583721	0.6	pink
chr1	11583726	11588721	0.56	pink
chr1	11588726	11593721	0.59	pink
chr1	11593726	11598721	0.59	pink
chr1	11598726	11603721	0.53	pink
chr1	11603726	11608721	0.49	pink
chr1	11608726	11613721	0.46	pink
chr1	11613726	11618721	0.48	pink
chr1	11618726	11623721	0.53	pink
chr1	11623726	11628721	0.51	pink
chr1	11628726	11633721	0.5	pink
chr1	11633726	11638721	0.52	pink
chr1	11638726	11643721	0.45	pink
chr1	11643726	11648721	0.47	pink
chr1	11648726	11653721	0.49	pink
chr1	11653726	11658721	0.52	pink
chr1	11658726	11663721	0.53	pink
chr1	11663726	11668721	0.49	pink
chr1	11668726	11673721	0.54	pink
chr1	11673726	11678721	0.52	pink
chr1	11678726	11683721	0.51	pink
chr1	11683726	11688721	0.49	pink
chr1	11688726	11693721	0.51	pink
chr1	11693726	11698721	0.53	pink
chr1	11698726	11703721	0.49	pink
chr1	11703726	11708721	0.53	pink
chr1	11708726	11713721	0.59	pink
chr1	11713726	11718721	0.58	pink
chr1	11718726	11723721	0.53	pink
chr1	11723726	11728721	0.56	pink
chr1	11728726	11733721	0.55	pink
chr1	11733726	11738721	0.57	pink
chr1	11738726	11743721	0.54	pink
chr1	11743726	11748721	0.49	pink
chr1	11748726	11753721	0.59	pink
chr1	11753726	11758721	0.54	pink
chr1	11758726	11763721	0.51	pink
chr1	11763726	11768721	0.59	pink
chr1	11768726	11773721	0.53	pink
chr1	11773726	11778721	0.5	pink
chr1	11778726	11783721	0.51	pink
chr1	11783726	11788721	0.51	pink
chr1	11788726	11793721	0.52	pink
chr1	11793726	11798721	0.52	pink
chr1	11798726	11803721	0.52	pink
chr1	11803726	11808721	0.54	pink
chr1	11808726	11813721	0.58	pink
chr1	11813726	11818721	0.47	pink
chr1	11818726	11823721	0.53	pink
chr1	11823726	11828721	0.59	pink
chr1	11828726	11833721	0.49	pink
chr1	11833726	11838721	0.55	pink
chr1	11838726	11843721	0.55	pink
chr1	11843726	11848721	0.57	pink
chr1	11848726	11853721	0.57	pink
chr1	11853726	11858721	0.52	pink
chr1	11858726	11863721	0.53	pink
chr1	11863726	11868721	0.5	pink
chr1	11868726	11873721	0.45	pink
chr1	11873726	11878721	0.43	pink
chr1	11878726	11883721	0.44	pink
chr1	11883726	11888721	0.5	pink
chr1	11888726	11893721	0.48	pink
chr1	11893726	11898721	0.56	pink
chr1	11898726	11903721	0.51	pink
chr1	11903726	11908721	0.51	pink
chr1	11908726	11913721	0.49	pink
chr1	11913726	11918721	0.5	pink
chr1	11918726	11923721	0.51	pink
chr1	11923726	11928721	0.49	pink
chr1	11928726	11933721	0.5	pink
chr1	11933726	11938721	0.53	pink
chr1	11938726	11943721	0.57	pink
chr1	11943726	11948721	0.52	pink
chr1	11948726	11953721	0.51	pink
chr1	11953726	11958721	0.51	pink
chr1	11958726	11963721	0.49	pink
chr1	11963726	11968721	0.47	pink
chr1	11968726	11973721	0.51	pink
chr1	11973726	11978721	0.51	pink
chr1	11978726	11983721	0.53	pink
chr1	11983726	11988721	0.55	pink
chr1	11988726	11993721	0.48	pink
chr1	11993726	11998721	0.55	pink
chr1	11998726	12003721	0.53	pink
chr1	12003726	12008721	0.53	pink
chr1	12008726	12013721	0.53	pink
chr1	12013726	12018721	0.55	pink
chr1	12018726	12023721	0.51	pink
chr1	12023726	12028721	0.55	pink
chr1	12028726	12033721	0.54	pink
chr1	12033726	12038721	0.52	pink
chr1	12038726	12043721	0.52	pink
chr1	12043726	12048721	0.49	pink
chr1	12048726	12053721	0.5	pink
chr1	12053726	12058721	0.48	pink
chr1	12058726	12063721	0.5	pink
chr1	12063726	12068721	0.54	pink
chr1	12068726	12073721	0.54	pink
chr1	12073726	12078721	0.48	pink
chr1	12078726	12083721	0.56	pink
chr1	12083726	12088721	0.51	pink
chr1	12088726	12093721	0.57	pink
chr1	12093726	12098721	0.52	pink
chr1	12098726	12103721	0.56	pink
chr1	12103726	12108721	0.51	pink
chr1	12108726	12113721	0.52	pink
chr1	12113726	12118721	0.53	pink
chr1	12118726	12123721	0.5	pink
chr1	12123726	12128721	0.51	pink
chr1	12128726	12133721	0.52	pink
chr1	12133726	12138721	0.51	pink
chr1	12138726	12143721	0.5	pink
chr1	12143726	12148721	0.5	pink
chr1	12148726	12153721	0.51	pink
chr1	12153726	12158721	0.44	pink
chr1	12158726	12163721	0.45	pink
chr1	12163726	12168721	0.51	pink
chr1	12168726	12173721	0.54	pink
chr1	12173726	12178721	0.48	pink
chr1	12178726	12183721	0.48	pink
chr1	12183726	12188721	0.54	pink
chr1	12188726	12193721	0.49	pink
chr1	12193726	12198721	0.5	pink
chr1	12198726	12203721	0.58	pink
chr1	12203726	12208721	0.54	pink
chr1	12208726	12213721	0.51	pink
chr1	12213726	12218721	0.46	pink
chr1	12218726	12223721	0.52	pink
chr1	12223726	12228721	0.59	pink
chr1	12228726	12233721	0.53	pink
chr1	12233726	12238721	0.55	pink
chr1	12238726	12243721	0.56	pink
chr1	12243726	12248721	0.56	pink
chr1	12248726	12253721	0.56	pink
chr1	12253726	12258721	0.53	pink
chr1	12258726	12263721	0.55	pink
chr1	12263726	12268721	0.56	pink
chr1	12268726	12273721	0.51	pink
chr1	12273726	12278721	0.51	pink
chr1	12278726	12283721	0.46	pink
chr1	12283726	12288721	0.48	pink
chr1	12288726	12293721	0.52	pink
chr1	12293726	12298721	0.43	pink
chr1	12298726	12303721	0.45	pink
chr1	12303726	12308721	0.42	pink
chr1	12308726	12313721	0.44	pink
chr1	12313726	12318721	0.42	pink
chr1	12318726	12323721	0.43	pink
chr1	12323726	12328721	0.4	pink
chr1	12328726	12333721	0.41	pink
chr1	12333726	12338721	0.44	pink
chr1	12338726	12343721	0.4	pink
chr1	12343726	12348721	0.42	pink
chr1	12348726	12353721	0.42	pink
chr1	12353726	12358721	0.38	pink
chr1	12358726	12363721	0.38	pink
chr1	12363726	12368721	0.44	pink
chr1	12368726	12373721	0.44	pink
chr1	12373726	12378721	0.41	pink
chr1	12378726	12383721	0.41	pink
chr1	12383726	12388721	0.43	pink
chr1	12388726	12393721	0.43	pink
chr1	12393726	12398721	0.39	pink
chr1	12398726	12403721	0.42	pink
chr1	12403726	12408721	0.39	pink
chr1	12408726	12413721	0.39	pink
chr1	12413726	12418721	0.4	pink
chr1	12418726	12423721	0.4	pink
chr1	12423726	12428721	0.4	pink
chr1	12428726	12433721	0.38	pink
chr1	12433726	12438721	0.43	pink
chr1	12438726	12443721	0.38	pink
chr1	12443726	12448721	0.4	pink
chr1	12448726	12453721	0.45	pink
chr1	12453726	12458721	0.43	pink
chr1	12458726	12463721	0.43	pink
chr1	12463726	12468721	0.42	pink
chr1	12468726	12473721	0.37	pink
chr1	12473726	12478721	0.42	pink
chr1	12478726	12483721	0.4	pink
chr1	12483726	12488721	0.41	pink
chr1	12488726	12493721	0.44	pink
chr1	12493726	12498721	0.44	pink
chr1	12498726	12503721	0.41	pink
chr1	12503726	12508721	0.41	pink
chr1	12508726	12513721	0.43	pink
chr1	12513726	12518721	0.44	pink
chr1	12518726	12523721	0.44	pink
chr1	12523726	12528721	0.42	pink
chr1	12528726	12533721	0.41	pink
chr1	12533726	12538721	0.44	pink
chr1	12538726	12543721	0.46	pink
chr1	12543726	12548721	0.47	pink
chr1	12548726	12553721	0.43	pink
chr1	12553726	12558721	0.45	pink
chr1	12558726	12563721	0.45	pink
chr1	12563726	12568721	0.52	pink
chr1	12568726	12573721	0.48	pink
chr1	12573726	12578721	0.45	pink
chr1	12578726	12583721	0.48	pink
chr1	12583726	12588721	0.51	pink
chr1	12588726	12593721	0.45	pink
chr1	12593726	12598721	0.43	pink
chr1	12598726	12603721	0.53	pink
chr1	12603726	12608721	0.5	pink
chr1	12608726	12613721	0.57	pink
chr1	12613726	12618721	0.53	pink
chr1	12618726	12623721	0.52	pink
chr1	12623726	12628721	0.52	pink
chr1	12628726	12633721	0.5	pink
chr1	12633726	12638721	0.49	pink
chr1	12638726	12643721	0.51	pink
chr1	12643726	12648721	0.53	pink
chr1	12648726	12653721	0.53	pink
chr1	12653726	12658721	0.57	pink
chr1	12658726	12663721	0.53	pink
chr1	12663726	12668721	0.45	pink
chr1	12668726	12673721	0.49	pink
chr1	12673726	12678721	0.54	pink
chr1	12678726	12683721	0.54	pink
chr1	12683726	12688721	0.47	pink
chr1	12688726	12693721	0.52	pink
chr1	12693726	12698721	0.49	pink
chr1	12698726	12703721	0.43	pink
chr1	12703726	12708721	0.5	pink
chr1	12708726	12713721	0.48	pink
chr1	12713726	12718721	0.47	pink
chr1	12718726	12723721	0.46	pink
chr1	12723726	12728721	0.45	pink
chr1	12728726	12733721	0.42	pink
chr1	12733726	12738721	0.46	pink
chr1	12738726	12743721	0.43	pink
chr1	12743726	12748721	0.44	pink
chr1	12748726	12753721	0.46	pink
chr1	12753726	12758721	0.42	pink
chr1	12758726	12763721	0.41	pink
chr1	12763726	12768721	0.44	pink
chr1	12768726	12773721	0.43	pink
chr1	12773726	12778721	0.47	pink
chr1	12778726	12783721	0.45	pink
chr1	12783726	12788721	0.48	pink
chr1	12788726	12793721	0.39	pink
chr1	12793726	12798721	0.36	pink
chr1	12798726	12803721	0.44	pink
chr1	12803726	12808721	0.43	pink
chr1	12808726	12813721	0.35	pink
chr1	12813726	12818721	0.46	pink
chr1	12818726	12823721	0.51	pink
chr1	12823726	12828721	0.4	pink
chr1	12828726	12833721	0.51	pink
chr1	12833726	12838721	0.49	pink
chr1	12838726	12843721	0.41	pink
chr1	12843726	12848721	0.47	pink
chr1	12848726	12853721	0.46	pink
chr1	12853726	12858721	0.5	pink
chr1	12858726	12863721	0.4	pink
chr1	12863726	12868721	0.43	pink
chr1	12868726	12873721	0.47	pink
chr1	12873726	12878721	0.39	pink
chr1	12878726	12883721	0.47	pink
chr1	12883726	12888721	0.49	pink
chr1	12888726	12893721	0.44	pink
chr1	12893726	12898721	0.44	pink
chr1	12898726	12903721	0.47	pink
chr1	12903726	12908721	0.42	pink
chr1	12908726	12913721	0.43	pink
chr1	12913726	12918721	0.44	pink
chr1	12918726	12923721	0.5	pink
chr1	12923726	12928721	0.42	pink
chr1	12928726	12933721	0.41	pink
chr1	12933726	12938721	0.46	pink
chr1	12938726	12943721	0.49	pink
chr1	12943726	12948721	0.44	pink
chr1	12948726	12953721	0.43	pink
chr1	12953726	12958721	0.47	pink
chr1	12958726	12963721	0.46	pink
chr1	12963726	12968721	0.42	pink
chr1	12968726	12973721	0.47	pink
chr1	12973726	12978721	0.48	pink
chr1	12978726	12983721	0.46	pink
chr1	12983726	12988721	0.47	pink
chr1	12988726	12993721	0.51	pink
chr1	12993726	12998721	0.45	pink
chr1	12998726	13003721	0.5	pink
chr1	13003726	13008721	0.44	pink
chr1	13008726	13013721	0.45	pink
chr1	13013726	13018721	0.48	pink
chr1	13018726	13023721	0.45	pink
chr1	13023726	13028721	0.47	pink
chr1	13028726	13033721	0.45	pink
chr1	13033726	13038721	0.49	pink
chr1	13038726	13043721	0.4	pink
chr1	13043726	13048721	0.43	pink
