chr_name	start	end	val	color	gene
chr2	220283184	220290712	1	lightgray	DES
chr2	220283184	220290712	1	lightgray	DES
chr2	220283184	220290712	1	lightgray	DES
chr2	220283184	220290712	1	lightgray	DES
chr2	220283184	220290712	1	lightgray	DES
chr2	220283184	220291301	1	lightgray	DES
chr2	220299699	220357508	1	lightgray	SPEG
chr2	220326710	220330786	1	lightgray	SPEG
chr2	220361076	220362911	1	lightgray	SPEGNB
chr2	220364697	220371520	1	lightgray	GMPPA
chr2	220364697	220371520	1	lightgray	GMPPA
chr2	220364697	220371520	1	lightgray	GMPPA
chr2	220364697	220371520	1	lightgray	GMPPA
chr2	220379446	220402768	1	lightgray	ASIC4
chr2	220379446	220402768	1	lightgray	ASIC4
chr2	220404104	220406739	1	lightgray	CHPF
chr2	220404104	220408260	1	lightgray	CHPF
chr2	220409449	220414576	1	lightgray	TMEM198
chr2	220409449	220414576	1	lightgray	TMEM198
chr2	220413869	220413869	1	lightgray	MIR3132
chr2	220415556	220435954	1	lightgray	OBSL1
chr2	220420718	220435954	1	lightgray	OBSL1
chr2	220426605	220435954	1	lightgray	OBSL1
chr2	220437096	220440248	1	lightgray	INHA
chr2	220462841	220480915	1	lightgray	STK11IP
chr2	220492714	220506450	1	lightgray	SLC4A3
chr2	220492714	220506450	1	lightgray	SLC4A3
chr2	220492714	220506450	1	lightgray	SLC4A3
chr2	220506693	220506693	1	lightgray	SLC4A3
chr2	220769610	220769610	1	lightgray	LINC01803
chr2	220771286	220771286	1	lightgray	MIR4268
chr2	222290747	222436883	1	lightgray	EPHA4
chr2	222290747	222436968	1	lightgray	EPHA4
chr2	222290747	222436968	1	lightgray	EPHA4
chr2	222291179	222436968	1	lightgray	EPHA4
chr2	223065892	223163334	1	lightgray	PAX3
chr2	223065939	223163334	1	lightgray	PAX3
chr2	223066122	223163334	1	lightgray	PAX3
chr2	223066126	223163334	1	lightgray	PAX3
chr2	223066126	223163334	1	lightgray	PAX3
chr2	223066642	223163334	1	lightgray	PAX3
chr2	223158441	223163334	1	lightgray	PAX3
chr2	223158823	223163334	1	lightgray	PAX3
chr2	223169936	223169936	1	lightgray	CCDC140
chr2	223183746	223184784	1	lightgray	LOC122319436
chr2	223186441	223186441	1	lightgray	CT75
chr2	223186441	223186441	1	lightgray	CT75
chr2	223186441	223186441	1	lightgray	CT75
chr2	223186441	223186441	1	lightgray	CT75
chr2	223222629	223222629	1	lightgray	CT75
chr2	223289321	223423617	1	lightgray	SGPP2
chr2	223386491	223423617	1	lightgray	SGPP2
chr2	223386491	223423617	1	lightgray	SGPP2
chr2	223436589	223520792	1	lightgray	FARSB
chr2	223520811	223520811	1	lightgray	FARSB
chr2	223536504	223574609	1	lightgray	MOGAT1
chr2	223773490	223806372	1	lightgray	ACSL3
chr2	223773490	223806372	1	lightgray	ACSL3
chr2	223773490	223806372	1	lightgray	ACSL3
chr2	223773490	223806372	1	lightgray	ACSL3
chr2	223917548	223918061	1	lightgray	KCNE4
chr2	224462146	224464000	1	lightgray	SCG2
chr2	224623431	224702167	1	lightgray	AP1S3
chr2	224702299	224702299	1	lightgray	AP1S3
chr2	224702299	224702299	1	lightgray	AP1S3
chr2	224743387	224810001	1	lightgray	WDFY1
chr2	224822189	224831751	1	lightgray	MRPL44
chr2	224840583	224866617	1	lightgray	SERPINE2
chr2	224840583	224866617	1	lightgray	SERPINE2
chr2	224840583	224903220	1	lightgray	SERPINE2
chr2	224896195	224896195	1	lightgray	SERPINE2
chr2	225244289	225266485	1	lightgray	FAM124B
chr2	225265135	225266485	1	lightgray	FAM124B
chr2	225338961	225434489	1	lightgray	CUL3
chr2	225338961	225449726	1	lightgray	CUL3
chr2	225338961	225449726	1	lightgray	CUL3
chr2	225568480	225581082	1	lightgray	CCDC195
chr2	225630437	225811668	1	lightgray	DOCK10
chr2	225630437	225847085	1	lightgray	DOCK10
chr2	225630437	225907091	1	lightgray	DOCK10
chr2	225875257	225875257	1	lightgray	MIR4439
chr2	226273596	226516281	1	lightgray	NYAP2
chr2	226273596	226563260	1	lightgray	NYAP2
chr2	227044778	227044778	1	lightgray	LOC646736
chr2	227523509	227523509	1	lightgray	MIR5702
chr2	227659725	227663454	1	lightgray	IRS1
chr2	227729409	227860238	1	lightgray	RHBDD1
chr2	227729409	227860238	1	lightgray	RHBDD1
chr2	227729409	227860238	1	lightgray	RHBDD1
chr2	227729409	227860238	1	lightgray	RHBDD1
chr2	227729409	227860238	1	lightgray	RHBDD1
chr2	227872040	228012199	1	lightgray	COL4A4
chr2	228029442	228176586	1	lightgray	COL4A3
chr2	228189880	228189880	1	lightgray	MFF-DT
chr2	228194461	228221833	1	lightgray	MFF
chr2	228194461	228221833	1	lightgray	MFF
chr2	228195381	228221833	1	lightgray	MFF
chr2	228195381	228221833	1	lightgray	MFF
chr2	228195381	228221833	1	lightgray	MFF
chr2	228195381	228221833	1	lightgray	MFF
chr2	228195381	228221833	1	lightgray	MFF
chr2	228195381	228221833	1	lightgray	MFF
chr2	228195531	228221833	1	lightgray	MFF
chr2	228222549	228222549	1	lightgray	MFF
chr2	228228439	228243984	1	lightgray	TM4SF20
chr2	228252398	228252665	1	lightgray	SCYGR1
chr2	228336903	228336903	1	lightgray	MIR5703
chr2	228337137	228419211	1	lightgray	AGFG1
chr2	228337137	228419211	1	lightgray	AGFG1
chr2	228337137	228419211	1	lightgray	AGFG1
chr2	228337137	228419211	1	lightgray	AGFG1
chr2	228463608	228463971	1	lightgray	SCYGR2
chr2	228473817	228473817	1	lightgray	SCYGR10
chr2	228479253	228479556	1	lightgray	SCYGR3
chr2	228482213	228482531	1	lightgray	SCYGR4
chr2	228483371	228483371	1	lightgray	LOC729968
chr2	228498036	228498036	1	lightgray	C2orf83
chr2	228498036	228498036	1	lightgray	C2orf83
chr2	228531519	228531777	1	lightgray	SCYGR5
chr2	228552112	228565766	1	lightgray	SLC19A3
chr2	228552112	228565766	1	lightgray	SLC19A3
chr2	228552112	228567034	1	lightgray	SLC19A3
chr2	228552112	228567034	1	lightgray	SLC19A3
chr2	228552112	228567034	1	lightgray	SLC19A3
chr2	228589155	228589473	1	lightgray	SCYGR6
chr2	228593050	228593341	1	lightgray	SCYGR7
chr2	228610609	228610936	1	lightgray	SCYGR8
chr2	228678627	228681799	1	lightgray	CCL20
chr2	228678627	228681799	1	lightgray	CCL20
chr2	228736405	228788684	1	lightgray	DAW1
chr2	228750071	228788684	1	lightgray	DAW1
chr2	228789060	228789060	1	lightgray	DAW1
chr2	228846432	229046314	1	lightgray	SPHKAP
chr2	228846432	229046314	1	lightgray	SPHKAP
chr2	229476111	229476111	1	lightgray	LINC01807
chr2	229890347	230020668	1	lightgray	PID1
chr2	229890347	230096770	1	lightgray	PID1
chr2	229890347	230127521	1	lightgray	PID1
chr2	229890347	230135759	1	lightgray	PID1
chr2	229890347	230135759	1	lightgray	PID1
chr2	230223255	230579139	1	lightgray	DNER
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230632269	230744795	1	lightgray	TRIP12
chr2	230701510	230744795	1	lightgray	TRIP12
chr2	230701510	230744795	1	lightgray	TRIP12
chr2	230701510	230744795	1	lightgray	TRIP12
chr2	230787229	230875600	1	lightgray	FBXO36
chr2	230902095	230924068	1	lightgray	SLC16A14
chr2	231033839	231081642	1	lightgray	SP110
chr2	231033839	231081642	1	lightgray	SP110
chr2	231033839	231081642	1	lightgray	SP110
chr2	231033839	231086436	1	lightgray	SP110
chr2	231033839	231086436	1	lightgray	SP110
chr2	231033839	231086436	1	lightgray	SP110
chr2	231033839	231086436	1	lightgray	SP110
chr2	231041380	231081642	1	lightgray	SP110
chr2	231041380	231081642	1	lightgray	SP110
chr2	231041380	231086436	1	lightgray	SP110
chr2	231090559	231103588	1	lightgray	SP140
chr2	231090559	231177399	1	lightgray	SP140
chr2	231090559	231177399	1	lightgray	SP140
chr2	231090559	231177399	1	lightgray	SP140
chr2	231090559	231177399	1	lightgray	SP140
chr2	231191984	231267611	1	lightgray	SP140L
chr2	231191984	231267611	1	lightgray	SP140L
chr2	231191984	231267611	1	lightgray	SP140L
chr2	231191984	231267611	1	lightgray	SP140L
chr2	231191984	231267611	1	lightgray	SP140L
chr2	231191984	231267611	1	lightgray	SP140L
chr2	231268447	231268447	1	lightgray	SP140L
chr2	231281011	231334827	1	lightgray	SP100
chr2	231281011	231334827	1	lightgray	SP100
chr2	231281011	231372761	1	lightgray	SP100
chr2	231281011	231380355	1	lightgray	SP100
chr2	231281011	231407661	1	lightgray	SP100
chr2	231305270	231334827	1	lightgray	SP100
chr2	231565244	231565244	1	lightgray	LINC01907
chr2	231624716	231683419	1	lightgray	CAB39
chr2	231624716	231683419	1	lightgray	CAB39
chr2	231624716	231683419	1	lightgray	CAB39
chr2	231729740	231742814	1	lightgray	ITM2C
chr2	231729740	231742814	1	lightgray	ITM2C
chr2	231729740	231742814	1	lightgray	ITM2C
chr2	231729740	231742814	1	lightgray	ITM2C
chr2	231738197	231742814	1	lightgray	ITM2C
chr2	231769232	231769232	1	lightgray	GCSIR
chr2	231774717	231775677	1	lightgray	GPR55
chr2	231860747	231860747	1	lightgray	SPATA3-AS1
chr2	231860948	231867504	1	lightgray	SPATA3
chr2	231902280	231911736	1	lightgray	C2orf72
chr2	231921739	232035426	1	lightgray	PSMD1
chr2	231921739	232035426	1	lightgray	PSMD1
chr2	231973230	231988352	1	lightgray	HTR2B
chr2	231973230	231988478	1	lightgray	HTR2B
chr2	232037541	232037541	1	lightgray	PSMD1
chr2	232070951	232209806	1	lightgray	ARMC9
chr2	232070951	232209806	1	lightgray	ARMC9
chr2	232070951	232209806	1	lightgray	ARMC9
chr2	232070951	232209806	1	lightgray	ARMC9
chr2	232070951	232209806	1	lightgray	ARMC9
chr2	232070951	232209806	1	lightgray	ARMC9
chr2	232070951	232209806	1	lightgray	ARMC9
chr2	232070951	232236246	1	lightgray	ARMC9
chr2	232070951	232236246	1	lightgray	ARMC9
chr2	232209914	232209914	1	lightgray	ARMC9
chr2	232227504	232227504	1	lightgray	MIR4777
chr2	232260514	232263636	1	lightgray	B3GNT7
chr2	232319901	232329064	1	lightgray	NCL
chr2	232320647	232320647	1	lightgray	SNORA75
chr2	232321234	232321234	1	lightgray	SNORD20
chr2	232325153	232325153	1	lightgray	SNORD82
chr2	232379050	232379050	1	lightgray	LINC00471
chr2	232389753	232395072	1	lightgray	NMUR1
chr2	232457662	232458850	1	lightgray	TEX44
chr2	232573416	232577561	1	lightgray	PTMA
chr2	232573416	232577561	1	lightgray	PTMA
chr2	232578108	232578108	1	lightgray	MIR1244-1
chr2	232597661	232645824	1	lightgray	PDE6D
chr2	232597726	232645824	1	lightgray	PDE6D
chr2	232645992	232645992	1	lightgray	PDE6D
chr2	232646533	232672355	1	lightgray	COPS7B
chr2	232653280	232672329	1	lightgray	COPS7B
chr2	232653280	232672329	1	lightgray	COPS7B
chr2	232653280	232672355	1	lightgray	COPS7B
chr2	232653280	232672355	1	lightgray	COPS7B
chr2	232653280	232672355	1	lightgray	COPS7B
chr2	232659055	232672355	1	lightgray	COPS7B
chr2	232757008	232757008	1	lightgray	MIR1471
chr2	232790134	232790959	1	lightgray	NPPC
chr2	232879637	232995477	1	lightgray	DIS3L2
chr2	232879637	233201340	1	lightgray	DIS3L2
chr2	232879637	233208285	1	lightgray	DIS3L2
chr2	233037457	233037457	1	lightgray	MIR562
chr2	233201902	233201902	1	lightgray	DIS3L2
chr2	233201902	233201902	1	lightgray	DIS3L2
chr2	233243512	233246505	1	lightgray	ALPP
chr2	233251754	233251754	1	lightgray	ECEL1P2
chr2	233271604	233274582	1	lightgray	ALPG
chr2	233320909	233323856	1	lightgray	ALPI
chr2	233344862	233351363	1	lightgray	ECEL1
chr2	233344862	233351363	1	lightgray	ECEL1
chr2	233385308	233390216	1	lightgray	PRSS56
chr2	233385308	233390216	1	lightgray	PRSS56
chr2	233390925	233400022	1	lightgray	CHRND
chr2	233390925	233400022	1	lightgray	CHRND
chr2	233392999	233400022	1	lightgray	CHRND
chr2	233392999	233400022	1	lightgray	CHRND
chr2	233404457	233410426	1	lightgray	CHRNG
chr2	233412816	233414592	1	lightgray	TIGD1
chr2	233415283	233415283	1	lightgray	MIR5001
chr2	233415434	233433727	1	lightgray	EIF4E2
chr2	233415434	233433727	1	lightgray	EIF4E2
chr2	233415434	233439018	1	lightgray	EIF4E2
chr2	233415434	233439018	1	lightgray	EIF4E2
chr2	233415434	233445653	1	lightgray	EIF4E2
chr2	233415434	233445653	1	lightgray	EIF4E2
chr2	233415923	233433727	1	lightgray	EIF4E2
chr2	233470869	233546429	1	lightgray	EFHD1
chr2	233498414	233546429	1	lightgray	EFHD1
chr2	233527545	233546429	1	lightgray	EFHD1
chr2	233599907	233721570	1	lightgray	GIGYF2
chr2	233599907	233721570	1	lightgray	GIGYF2
chr2	233599907	233721570	1	lightgray	GIGYF2
chr2	233599907	233721570	1	lightgray	GIGYF2
chr2	233601358	233601358	1	lightgray	GIGYF2
chr2	233601358	233601358	1	lightgray	GIGYF2
chr2	233601358	233601358	1	lightgray	GIGYF2
chr2	233632900	233635832	1	lightgray	KCNJ13
chr2	233632900	233636072	1	lightgray	KCNJ13
chr2	233633462	233636072	1	lightgray	KCNJ13
chr2	233725287	233725287	1	lightgray	GIGYF2
chr2	233735051	233741066	1	lightgray	SNORC
chr2	233735051	233741066	1	lightgray	SNORC
chr2	233735051	233741066	1	lightgray	SNORC
chr2	233735051	233741066	1	lightgray	SNORC
chr2	233735051	233741066	1	lightgray	SNORC
chr2	233740207	233741066	1	lightgray	SNORC
chr2	233743410	233743410	1	lightgray	SNORC
chr2	233743410	233743410	1	lightgray	SNORC
chr2	233744198	233792709	1	lightgray	NGEF
chr2	233744198	233839600	1	lightgray	NGEF
chr2	233880595	233880595	1	lightgray	LOC101928881
chr2	233897381	233899767	1	lightgray	NEU2
chr2	233925188	234115354	1	lightgray	INPP5D
chr2	233925188	234115354	1	lightgray	INPP5D
chr2	234160473	234202996	1	lightgray	ATG16L1
chr2	234160473	234202996	1	lightgray	ATG16L1
chr2	234160473	234202996	1	lightgray	ATG16L1
chr2	234160473	234202996	1	lightgray	ATG16L1
chr2	234171818	234202996	1	lightgray	ATG16L1
chr2	234172670	234202996	1	lightgray	ATG16L1
chr2	234184649	234184649	1	lightgray	SCARNA5
chr2	234197587	234197587	1	lightgray	SCARNA6
chr2	234217835	234255558	1	lightgray	SAG
chr2	234263164	234378106	1	lightgray	DGKD
chr2	234296878	234378106	1	lightgray	DGKD
chr2	234343076	234378106	1	lightgray	DGKD
chr2	234386037	234398126	1	lightgray	USP40
chr2	234386037	234474200	1	lightgray	USP40
chr2	234386037	234474200	1	lightgray	USP40
chr2	234386037	234474200	1	lightgray	USP40
chr2	234386037	234474200	1	lightgray	USP40
chr2	234386037	234474200	1	lightgray	USP40
chr2	234396409	234474200	1	lightgray	USP40
chr2	234396409	234474200	1	lightgray	USP40
chr2	234396633	234474200	1	lightgray	USP40
chr2	234398544	234398544	1	lightgray	USP40
chr2	234398544	234398544	1	lightgray	USP40
chr2	234417586	234474200	1	lightgray	USP40
chr2	234469649	234474200	1	lightgray	USP40
chr2	234475428	234475428	1	lightgray	USP40
chr2	234475428	234475428	1	lightgray	USP40
chr2	234475428	234475428	1	lightgray	USP40
chr2	234475428	234475428	1	lightgray	USP40
chr2	234475428	234475428	1	lightgray	USP40
chr2	234475428	234475428	1	lightgray	USP40
chr2	234526353	234681205	1	lightgray	UGT1A8
chr2	234545168	234681205	1	lightgray	UGT1A10
chr2	234580580	234681205	1	lightgray	UGT1A9
chr2	234590583	234681205	1	lightgray	UGT1A7
chr2	234601650	234681205	1	lightgray	UGT1A6
chr2	234602451	234681205	1	lightgray	UGT1A6
chr2	234621637	234681205	1	lightgray	UGT1A5
chr2	234627466	234681205	1	lightgray	UGT1A4
chr2	234637772	234681205	1	lightgray	UGT1A3
chr2	234652644	234652644	1	lightgray	DNAJB3
chr2	234663991	234663991	1	lightgray	LOC100286922
chr2	234663991	234663991	1	lightgray	LOC100286922
chr2	234663991	234663991	1	lightgray	LOC100286922
chr2	234668933	234681205	1	lightgray	UGT1A1
chr2	234688004	234741905	1	lightgray	MROH2A
chr2	234688004	234741905	1	lightgray	MROH2A
chr2	234746222	234763146	1	lightgray	HJURP
chr2	234746222	234763146	1	lightgray	HJURP
chr2	234746222	234763146	1	lightgray	HJURP
chr2	234777055	234777055	1	lightgray	MSL3P1
chr2	234835182	234851422	1	lightgray	TRPM8
chr2	234835182	234905336	1	lightgray	TRPM8
chr2	234835182	234911828	1	lightgray	TRPM8
chr2	234835182	234923256	1	lightgray	TRPM8
chr2	234842573	234905336	1	lightgray	TRPM8
chr2	234845955	234851422	1	lightgray	TRPM8
chr2	234845955	234923256	1	lightgray	TRPM8
chr2	234846036	234851422	1	lightgray	TRPM8
chr2	234846036	234851422	1	lightgray	TRPM8
chr2	234846036	234851422	1	lightgray	TRPM8
chr2	234846036	234905336	1	lightgray	TRPM8
chr2	234846036	234905336	1	lightgray	TRPM8
chr2	234846036	234923256	1	lightgray	TRPM8
chr2	234846036	234923256	1	lightgray	TRPM8
chr2	234846036	234923256	1	lightgray	TRPM8
chr2	234862605	234911828	1	lightgray	TRPM8
chr2	234862605	234923256	1	lightgray	TRPM8
chr2	234862605	234923256	1	lightgray	TRPM8
chr2	234888876	234905336	1	lightgray	TRPM8
chr2	234888876	234911828	1	lightgray	TRPM8
chr2	234888876	234923256	1	lightgray	TRPM8
chr2	234888876	234923256	1	lightgray	TRPM8
chr2	234888876	234923256	1	lightgray	TRPM8
chr2	234888876	234925962	1	lightgray	TRPM8
chr2	234888876	234926026	1	lightgray	TRPM8
chr2	234959430	234978657	1	lightgray	SPP2
chr2	235363239	235363239	1	lightgray	LINC01891
chr2	235404449	235405230	1	lightgray	ARL4C
chr2	235404651	235405230	1	lightgray	ARL4C
chr2	235626408	235626408	1	lightgray	LINC01173
chr2	235943646	235962460	1	lightgray	SH3BP4
chr2	235943646	235962460	1	lightgray	SH3BP4
chr2	235943646	235962460	1	lightgray	SH3BP4
chr2	235943646	235962460	1	lightgray	SH3BP4
chr2	235943646	235962460	1	lightgray	SH3BP4
chr2	235943646	235962460	1	lightgray	SH3BP4
chr2	236403330	236761497	1	lightgray	AGAP1
chr2	236403330	237032766	1	lightgray	AGAP1
chr2	236403330	237032766	1	lightgray	AGAP1
chr2	236416210	236416210	1	lightgray	AGAP1-IT1
chr2	236426565	236426565	1	lightgray	TNRC17
chr2	237074556	237076614	1	lightgray	GBX2
chr2	237074971	237076614	1	lightgray	GBX2
chr2	237103514	237172988	1	lightgray	ASB18
chr2	237233330	237412305	1	lightgray	IQCA1
chr2	237233330	237415910	1	lightgray	IQCA1
chr2	237233330	237415910	1	lightgray	IQCA1
chr2	237301019	237301019	1	lightgray	IQCA1-AS1
chr2	237416119	237416119	1	lightgray	IQCA1
chr2	237489108	237490197	1	lightgray	ACKR3
chr2	237964810	237964810	1	lightgray	LOC93463
chr2	237994607	238006385	1	lightgray	COPS8
chr2	237995838	238006385	1	lightgray	COPS8
chr2	238233416	238305460	1	lightgray	COL6A3
chr2	238233416	238305460	1	lightgray	COL6A3
chr2	238233416	238305460	1	lightgray	COL6A3
chr2	238280327	238305460	1	lightgray	COL6A3
chr2	238280327	238305460	1	lightgray	COL6A3
chr2	238402069	238462235	1	lightgray	MLPH
chr2	238402069	238462235	1	lightgray	MLPH
chr2	238402069	238462235	1	lightgray	MLPH
chr2	238402069	238462235	1	lightgray	MLPH
chr2	238419631	238419631	1	lightgray	MIR6811
chr2	238463965	238463965	1	lightgray	MLPH
chr2	238475216	238475818	1	lightgray	PRLH
chr2	238483661	238494797	1	lightgray	RAB17
chr2	238499377	238499377	1	lightgray	RAB17
chr2	238536287	238688175	1	lightgray	LRRFIP1
chr2	238601098	238672783	1	lightgray	LRRFIP1
chr2	238601098	238672783	1	lightgray	LRRFIP1
chr2	238601098	238672783	1	lightgray	LRRFIP1
chr2	238601098	238688175	1	lightgray	LRRFIP1
chr2	238722252	238743044	1	lightgray	RBM44
chr2	238768318	238820425	1	lightgray	RAMP1
chr2	238785879	238820425	1	lightgray	RAMP1
chr2	238875728	238949979	1	lightgray	UBE2F
chr2	238881749	238949979	1	lightgray	UBE2F
chr2	238881749	238949979	1	lightgray	UBE2F
chr2	238881749	238949979	1	lightgray	UBE2F
chr2	238881749	238949979	1	lightgray	UBE2F
chr2	238951423	238951423	1	lightgray	UBE2F
chr2	238951423	238951423	1	lightgray	UBE2F
chr2	238951423	238951423	1	lightgray	UBE2F
chr2	238969695	239006996	1	lightgray	SCLY
chr2	239008054	239008054	1	lightgray	UBE2F-SCLY
chr2	239009060	239040373	1	lightgray	ESPNL
chr2	239036264	239040373	1	lightgray	ESPNL
chr2	239049395	239059706	1	lightgray	KLHL30
chr2	239067648	239075695	1	lightgray	ERFE
chr2	239079176	239112194	1	lightgray	ILKAP
chr2	239140318	239140318	1	lightgray	LINC02610
chr2	239140318	239140318	1	lightgray	LINC02610
chr2	239142986	239142986	1	lightgray	TARDBPP3
chr2	239147467	239148546	1	lightgray	HES6
chr2	239147467	239148546	1	lightgray	HES6
chr2	239147763	239148546	1	lightgray	HES6
chr2	239155015	239186577	1	lightgray	PER2
chr2	239229303	239307560	1	lightgray	TRAF3IP1
chr2	239229303	239307560	1	lightgray	TRAF3IP1
chr2	239335711	239355152	1	lightgray	ASB1
chr2	239335711	239355152	1	lightgray	ASB1
chr2	239464140	239464140	1	lightgray	LINC01107
chr2	239756548	239756548	1	lightgray	LOC100287387
chr2	239756856	239757339	1	lightgray	TWIST2
chr2	239756856	239757339	1	lightgray	TWIST2
chr2	239847965	239847965	1	lightgray	LINC01940
chr2	239974792	240274394	1	lightgray	HDAC4
chr2	239974792	240274394	1	lightgray	HDAC4
chr2	239974792	240274394	1	lightgray	HDAC4
chr2	239974792	240274394	1	lightgray	HDAC4
chr2	239974792	240274394	1	lightgray	HDAC4
chr2	239990610	239990610	1	lightgray	MIR4440
chr2	240007622	240007622	1	lightgray	MIR4441
chr2	240117153	240117153	1	lightgray	MGC16025
chr2	240227240	240227240	1	lightgray	MIR4269
chr2	240273499	240273499	1	lightgray	MIR2467
chr2	240324049	240324049	1	lightgray	HDAC4-AS1
chr2	240324051	240324051	1	lightgray	HDAC4-AS1
chr2	240324058	240324058	1	lightgray	HDAC4-AS1
chr2	240507788	240507788	1	lightgray	LINC02991
chr2	240722358	240722358	1	lightgray	LOC150935
chr2	240882511	240882511	1	lightgray	MIR4786
chr2	240900534	240964718	1	lightgray	NDUFA10
chr2	240900539	240964718	1	lightgray	NDUFA10
chr2	240912949	240964718	1	lightgray	NDUFA10
chr2	240964759	240964759	1	lightgray	NDUFA10
chr2	240964759	240964759	1	lightgray	NDUFA10
chr2	240964759	240964759	1	lightgray	NDUFA10
chr2	240964759	240964759	1	lightgray	NDUFA10
chr2	240968907	240969846	1	lightgray	OR6B2
chr2	240984493	240985489	1	lightgray	OR6B3
chr2	241065979	241075764	1	lightgray	COPS9
chr2	241070467	241075701	1	lightgray	COPS9
chr2	241078586	241079743	1	lightgray	OTOS
chr2	241375335	241405707	1	lightgray	GPC1
chr2	241395506	241395506	1	lightgray	MIR149
chr2	241396117	241396117	1	lightgray	GPC1-AS1
chr2	241408267	241494351	1	lightgray	ANKMY1
chr2	241408267	241500457	1	lightgray	ANKMY1
chr2	241419025	241465176	1	lightgray	ANKMY1
chr2	241419025	241494351	1	lightgray	ANKMY1
chr2	241419025	241494351	1	lightgray	ANKMY1
chr2	241419025	241494351	1	lightgray	ANKMY1
chr2	241419025	241494351	1	lightgray	ANKMY1
chr2	241419025	241494351	1	lightgray	ANKMY1
chr2	241419025	241496752	1	lightgray	ANKMY1
chr2	241419025	241496752	1	lightgray	ANKMY1
chr2	241419025	241496752	1	lightgray	ANKMY1
chr2	241419025	241496752	1	lightgray	ANKMY1
chr2	241419025	241496752	1	lightgray	ANKMY1
chr2	241419025	241497782	1	lightgray	ANKMY1
chr2	241419025	241500367	1	lightgray	ANKMY1
chr2	241419025	241500457	1	lightgray	ANKMY1
chr2	241436433	241465176	1	lightgray	ANKMY1
chr2	241436433	241494351	1	lightgray	ANKMY1
chr2	241436433	241494351	1	lightgray	ANKMY1
chr2	241436433	241494351	1	lightgray	ANKMY1
chr2	241436433	241496752	1	lightgray	ANKMY1
chr2	241437122	241494351	1	lightgray	ANKMY1
chr2	241463297	241465176	1	lightgray	ANKMY1
chr2	241463297	241465176	1	lightgray	ANKMY1
chr2	241463297	241492423	1	lightgray	ANKMY1
chr2	241463297	241494351	1	lightgray	ANKMY1
chr2	241463297	241494351	1	lightgray	ANKMY1
chr2	241463297	241494351	1	lightgray	ANKMY1
chr2	241463297	241496752	1	lightgray	ANKMY1
chr2	241463297	241496752	1	lightgray	ANKMY1
chr2	241463297	241496752	1	lightgray	ANKMY1
chr2	241463297	241497782	1	lightgray	ANKMY1
chr2	241463297	241500457	1	lightgray	ANKMY1
chr2	241500101	241500884	1	lightgray	DUSP28
chr2	241500101	241500884	1	lightgray	DUSP28
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241500206	241500206	1	lightgray	ANKMY1
chr2	241508003	241517309	1	lightgray	RNPEPL1
chr2	241525733	241525733	1	lightgray	CAPN10-DT
chr2	241526328	241538097	1	lightgray	CAPN10
chr2	241526328	241538097	1	lightgray	CAPN10
chr2	241558359	241570299	1	lightgray	GPR35
chr2	241558359	241570299	1	lightgray	GPR35
chr2	241558359	241570299	1	lightgray	GPR35
chr2	241569369	241570299	1	lightgray	GPR35
chr2	241615961	241622254	1	lightgray	AQP12B
chr2	241628539	241628539	1	lightgray	LOC285191
chr2	241631330	241637773	1	lightgray	AQP12A
chr2	241656780	241737169	1	lightgray	KIF1A
chr2	241656780	241737169	1	lightgray	KIF1A
chr2	241656780	241737169	1	lightgray	KIF1A
chr2	241656780	241737169	1	lightgray	KIF1A
chr2	241656780	241737169	1	lightgray	KIF1A
chr2	241656780	241737169	1	lightgray	KIF1A
chr2	241656780	241737169	1	lightgray	KIF1A
chr2	241656780	241737169	1	lightgray	KIF1A
chr2	241656780	241737169	1	lightgray	KIF1A
